repo,url,stars,forks,open_issues,github_language,created_at,pushed_at,license,topics,via,description,is_agent,agent_verdict,agent_type,agent_confidence,agent_evidence_tier,has_llm,has_agent_loop,has_tool_calling,has_mcp,has_workflow,has_multi_agent,has_memory,has_streaming,effect_depth,effect_evidence,effect_deps,effect_capabilities,uses_effect_ai,effect_files
yjl9903/AnimeGarden,https://github.com/yjl9903/AnimeGarden,1311,43,21,TypeScript,2023-04-08T15:00:13Z,2026-09-12T21:45:10Z,AGPL-3.0,agent|animation|anime|anime-tracker|animegarden|animelist|animespace|anitomy|bangumi|dmhy|openapi|scraper|skills|torrent,TypeScript:agent:stars>=600,動漫花園 镜像站 | 动画 BT 资源聚合站 | 动画 BT 资源开放接口,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,false,L0,manifest-full,,,false,0
coinbase/agentkit,https://github.com/coinbase/agentkit,1310,815,368,TypeScript,2024-10-31T20:40:22Z,2026-09-03T17:58:06Z,NOASSERTION,,"TypeScript:""AI agent""|TypeScript:agent:stars>=600",Every AI Agent deserves a wallet.,true,agent,single-agent,0.72,paths,true,true,false,true,false,false,false,true,L0,manifest-full,,,false,0
SanMuzZzZz/LuaN1aoAgent,https://github.com/SanMuzZzZz/LuaN1aoAgent,1308,185,4,TypeScript,2025-12-04T16:30:36Z,2026-08-24T10:36:20Z,AGPL-3.0,agents|ai|ai-agents|ai-security-tool|autonomous-agents|causal-graphs|cybersecurity|deepseek|graph|graph-agent|large-language-models|llm|multi-agent-systems|penetration-testing|penetration-testing-tools|pentest|pi-sdk|plan-execute-reflect|security-automation|security-tools,TypeScript:agent:stars>=600|TypeScript:llm,LuaN1aoAgent is a fully autonomous AI-driven penetration testing agent powered by graph-based cognitive reasoning.,true,agent,single-agent,0.72,paths,true,true,true,false,false,false,false,false,L0,manifest-full,,,false,0
dohooo/helmor,https://github.com/dohooo/helmor,1306,115,45,TypeScript,2026-04-02T01:49:14Z,2026-08-22T02:25:10Z,Apache-2.0,agent-orchestration|ai|claude-code|codex|coding-agents|developer-tools|git-worktree|local-first|macos|multi-agent|open-source|software-development,TypeScript:agent:stars>=600|TypeScript:multi-agent,Open-source local workbench for multi-agent software development.,true,agent,workflow-agent,0.97,manifest,true,true,true,true,true,false,false,true,L0,manifest-full,,,false,0
jordanrendric/claude-video-vision,https://github.com/jordanrendric/claude-video-vision,1300,153,18,TypeScript,2026-03-31T19:49:52Z,2026-08-07T02:28:19Z,MIT,claude-code|claude-code-plugin|ffmpeg|gemini|mcp|mcp-server|multimodal|video-analysis|whisper,TypeScript:mcp,Give Claude the ability to watch and understand videos — Claude Code plugin with frame extraction and multimodal audio analysis,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,false,L0,manifest-full,,,false,0
puppyone-ai/puppyone,https://github.com/puppyone-ai/puppyone,1299,73,20,TypeScript,2024-12-06T18:32:21Z,2026-08-02T17:44:10Z,Apache-2.0,agent|agentic-ai|ai|ai-agents|context|context-engineering|harness|harness-engineering|rag,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:harness|TypeScript:rag",Context drive for your AI agents,true,agent,multi-agent,0.97,manifest,true,true,true,true,true,true,false,true,L0,manifest-full,,,false,0
first-fluke/oh-my-agent,https://github.com/first-fluke/oh-my-agent,1296,147,0,TypeScript,2026-01-30T11:29:46Z,2026-09-13T08:17:35Z,MIT,agent-harness|agent-skills|agentic-coding|ai-agents|claude-code|cli|codex|cursor|developer-tools|llm|multi-agent|multi-agent-systems|oh-my-agent|opencode|orchestration|orchestrator|serena,TypeScript:agent:stars>=600|TypeScript:harness|TypeScript:llm|TypeScript:multi-agent,"The multi-agent harness that checks the work: verifies agent runs by artifacts (stop-hook gates, independent judges, append-only event logs) across Claude Code, Codex, Cursor, and 10+ runtimes.",true,agent,agent-runtime,0.85,manifest,true,true,false,false,true,false,true,true,L0,manifest-full,,,false,0
kizuna-ai-lab/sokuji,https://github.com/kizuna-ai-lab/sokuji,1294,195,41,TypeScript,2025-04-14T15:58:15Z,2026-09-12T21:55:55Z,AGPL-3.0,ai|bilingual|chrome-extension|electron|linux-app|live-translation|llm|meeting|openai|real-time|simultaneous-interpretation|soniox|speech-translation|stt|translation|translator|tts|two-way-translation,TypeScript:llm,"Real-time two-way speech translation for bilingual meetings — auto-detects the spoken language and translates both directions, cloud or fully offline on-device. Desktop (Windows · macOS · Linux) + browser extension (Chrome · Edge) for Zoom, Meet, Teams & any app.",true,agent,single-agent,0.8,manifest,true,true,true,false,false,false,false,true,L0,manifest-full,,,false,0
rinadelph/Agent-MCP,https://github.com/rinadelph/Agent-MCP,1290,180,20,TypeScript,2025-05-13T15:40:10Z,2026-03-28T13:25:52Z,NOASSERTION,,TypeScript:agent:stars>=600|TypeScript:mcp|TypeScript:multi-agent,"Agent-MCP is a framework for creating multi-agent systems that enables coordinated, efficient AI collaboration through the Model Context Protocol (MCP). The system is designed for developers building AI applications that benefit from multiple specialized agents working in parallel on different aspects of a project.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,false,L0,manifest-full,,,false,0
SmythOS/sre,https://github.com/SmythOS/sre,1290,203,35,TypeScript,2025-06-07T23:53:06Z,2026-04-03T05:31:50Z,MIT,agent-framework|agents|agi|ai|ai-agents|artificial-intelligence|autogpt|autonomous-agents|chatgpt|langchain|llm|llmops|mcp|multi-agent|multi-agent-systems|n8n|openai|orchestration|rag|retrieval-augmented-generation,TypeScript:agent:stars>=600|TypeScript:llm|TypeScript:mcp|TypeScript:multi-agent|TypeScript:rag,"The SmythOS Runtime Environment (SRE) is an open-source, cloud-native runtime for agentic AI. Secure, modular, and production-ready, it lets developers build, run, and manage intelligent agents across local, cloud, and edge environments.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
fatwang2/search2ai,https://github.com/fatwang2/search2ai,1280,191,21,TypeScript,2023-12-18T02:02:46Z,2026-09-03T16:04:41Z,MIT,functioncalling|gemini|groq|llama|mistral|online|openai|openai-api|search|toolcall,TypeScript:llm,Help your LLMs online,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
CommandCodeAI/BaseAI,https://github.com/CommandCodeAI/BaseAI,1275,111,12,TypeScript,2024-09-29T22:05:49Z,2026-05-16T18:32:22Z,NOASSERTION,ai|anthropic|artificial-intelligence|baseai|cohere|firewor|gemini|grok|groq|langbase|mistral|openai|perplexity|togetherai|xai,"TypeScript:""AI agent""|TypeScript:agent:stars>=600","BaseAI — The Web AI Framework. The easiest way to build serverless autonomous AI agents with memory. Start building local-first, agentic pipes, tools, and memory. Deploy serverless with one command.",true,agent,single-agent,0.8,manifest,true,false,true,false,false,false,true,true,L0,manifest-full,,,false,0
coollabsio/jean,https://github.com/coollabsio/jean,1273,158,146,TypeScript,2026-01-23T07:59:41Z,2026-09-11T14:33:56Z,Apache-2.0,agent|ai|claude-code|git|parallel|worktree,"TypeScript:""AI agent""|TypeScript:agent:stars>=600",A dev environment for AI agents.,true,agent,single-agent,0.72,paths,true,true,true,false,false,false,false,true,L0,manifest-full,,,false,0
openclaw/lobster,https://github.com/openclaw/lobster,1263,289,2,TypeScript,2026-01-18T02:13:48Z,2026-09-14T02:34:07Z,MIT,,TypeScript:workflow,"Lobster is a Openclaw-native workflow shell: a typed, local-first “macro engine” that turns skills/tools into composable pipelines and safe automations—and lets Openclaw call those workflows in one step.",true,agent,workflow-agent,0.77,paths,true,true,true,false,true,false,false,false,L0,manifest-full,,,false,0
MiniMax-AI/OpenRoom,https://github.com/MiniMax-AI/OpenRoom,1259,165,7,TypeScript,2026-03-03T04:01:01Z,2026-06-03T23:15:42Z,MIT,ai-agent|browser|desktop|micro-frontend|minimax|natural-language|open-source|react|typescript|vibe-coding,"TypeScript:""AI agent""|TypeScript:agent:stars>=600",A browser-based desktop where AI Agent operates every app through natural language.,true,agent,single-agent,0.92,manifest,true,true,true,false,false,false,false,false,L0,manifest-full,,,false,0
s2b-dev/smart-second-brain,https://github.com/s2b-dev/smart-second-brain,1256,119,37,TypeScript,2023-10-02T12:57:54Z,2026-09-13T15:20:12Z,MIT,ai|ai-agents|local-first|obsidian|obsidian-md|obsidian-plugin|rag|semantic-search,TypeScript:rag,"A free, open-source Obsidian plugin that makes your vault smarter: better search, an interactive knowledge graph, and an AI assistant that knows your notes.",true,agent,research-agent,0.97,manifest,true,true,true,false,true,false,true,true,L0,manifest-full,,,false,0
AIPexStudio/AIPex,https://github.com/AIPexStudio/AIPex,1250,131,16,TypeScript,2024-08-22T03:02:28Z,2026-08-26T05:10:05Z,MIT,accessbility-testing|agent-browser|agent-skills|browser-automation|browser-use|chatgpt-atlas-alternative|chrome-extension|claude-chrome|gemini-chrome|mcp|openclaw-alternative|tab-management,TypeScript:agent:stars>=600|TypeScript:mcp,"AIPex: AI browser automation assistant, no migration and privacy first. Alternative to Manus Browser Operator、 Claude Chrome and Agent Browser",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
vellum-ai/vellum-assistant,https://github.com/vellum-ai/vellum-assistant,1247,179,167,TypeScript,2026-02-07T21:19:17Z,2026-09-13T23:30:08Z,MIT,agent|agentic-ai|ai-assistant|anthropic|autonomous-agents|claude|claude-code|ios|macos|memory|open-source|openai|openclaw|proactive-ai|slack|telegram-bot|vellum-ai,TypeScript:agent:stars>=600,"An AI Assistant that’s easy to setup, does your work 24/7, knows your preferences and gets better over time.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,true,true,L0,manifest-full,,,false,0
hhyqhh/inno-agent,https://github.com/hhyqhh/inno-agent,1236,230,8,TypeScript,2026-05-28T11:32:12Z,2026-09-14T00:37:40Z,MIT,cli|electron|learning-agent|llm-agent|memory|personal-knowledge-management|pi-sdk|typescript,TypeScript:agent:stars>=600,"An open-source personal learning agent with three-layer memory (learner profile / wiki knowledge base / cross-conversation recall), a proactive scheduler, personal IM channels, and a workspace-scoped Practice Lab — built on the Pi SDK.",true,agent,single-agent,0.77,paths,true,true,false,true,false,false,true,true,L0,manifest-full,,,false,0
open-gsd/gsd-pi,https://github.com/open-gsd/gsd-pi,1226,105,55,TypeScript,2026-05-22T11:03:33Z,2026-09-14T02:54:14Z,MIT,context-engineering|meta-prompting|spec-driven-development,TypeScript:agent:stars>=600,"A powerful meta-prompting, context engineering and spec-driven development system that enables agents to work for long periods of time autonomously without losing track of the big picture",true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,true,true,L0,manifest-full,,,false,0
Runfusion/Fusion,https://github.com/Runfusion/Fusion,1224,156,88,TypeScript,2026-04-13T01:43:26Z,2026-09-14T01:45:50Z,MIT,agent|agentic-workflow|agents|llm|orchestration-framework,TypeScript:agent:stars>=600|TypeScript:llm|TypeScript:multi-agent,Your Software Factory - build faster and better with multi node agents that work 24/7,true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,true,true,L0,manifest-full,,,false,0
firecrawl/web-agent,https://github.com/firecrawl/web-agent,1223,160,3,TypeScript,2026-03-27T21:25:42Z,2026-04-19T19:49:49Z,MIT,,TypeScript:agent:stars>=600,🔥 Open-source web data agent optimized for structured web research,true,agent,research-agent,0.8,manifest,true,true,true,false,false,false,false,true,L0,manifest-full,,,false,0
hexabot-ai/Hexabot,https://github.com/hexabot-ai/Hexabot,1219,242,26,TypeScript,2024-09-09T18:57:42Z,2026-08-24T09:57:55Z,NOASSERTION,agent|agentic|agents|ai|ai-automation|artificial-intelligence|automation|bot-framework|chatbot|chatgpt|claude-ai|conversational-ai|deepseek|framework|gemini|llama|llm|mistral|ollama|workflow,TypeScript:agent:stars>=600|TypeScript:chatbot|TypeScript:llm|TypeScript:workflow,"Hexabot v3 is an AI workflow automation platform, combining workflows, actions, agents, and conversational channels in one runtime.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,true,true,L0,manifest-full,,,false,0
LanceZPF/agent-as-a-router,https://github.com/LanceZPF/agent-as-a-router,1214,14,0,TypeScript,2026-06-20T16:00:51Z,2026-06-29T09:45:39Z,MIT,,TypeScript:agent:stars>=600,The official implementations of Agent-as-a-Router: Agentic Model Routing for Coding Tasks.,true,agent,coding-agent,0.77,paths,true,true,true,true,false,false,false,true,L0,manifest-full,,,false,0
K-Dense-AI/k-dense-byok,https://github.com/K-Dense-AI/k-dense-byok,1211,150,7,TypeScript,2026-03-19T22:43:52Z,2026-09-11T22:20:37Z,MIT,agentic-ai|ai-agent|ai-assistant|bioinformatics|byok|drug-discovery|google-adk|litellm|local-first|mcp|ollama|openrouter|research-assistant|scientific-computing,TypeScript:mcp,An AI co-scientist running on your desktop. Claude Science but better.,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,false,L0,manifest-full,,,false,0
Deuz-AI/Deuz-SDK,https://github.com/Deuz-AI/Deuz-SDK,1203,1,0,TypeScript,2026-06-01T19:18:59Z,2026-08-13T11:32:11Z,MIT,agent-framework|agentic-ai|ai|ai-agents|ai-sdk|anthropic|autonomous-agents|claude|durable-execution|gemini|human-in-the-loop|llm|mcp|model-context-protocol|multi-agent|nodejs|openai|rag|tool-calling|typescript,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:llm|TypeScript:mcp|TypeScript:multi-agent|TypeScript:rag|TypeScript:tool calling","Zero-dependency TypeScript framework for production AI agents: durable execution, long-term memory, hybrid RAG, MCP tool calling, human-in-the-loop approval, planning and CodeAct sandboxes. One streaming API for Claude, GPT, Gemini, Grok, Mistral and DeepSeek — Node, Bun, Deno, serverless and edge.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,false,true,L0,manifest-full,,,false,0
CreminiAI/skillpack,https://github.com/CreminiAI/skillpack,1199,111,1,TypeScript,2026-03-15T07:44:13Z,2026-08-13T02:14:36Z,MIT,agent|agent-skills|agentic|agentic-ai|agentic-workflow|ai-skills,"TypeScript:""AI agent""|TypeScript:agent:stars>=600",Pack and deploy local AI agents for your team in minutes,true,agent,single-agent,0.72,paths,true,true,true,false,false,false,false,false,L0,manifest-full,,,false,0
heyhuynhgiabuu/proxypal,https://github.com/heyhuynhgiabuu/proxypal,1199,231,6,TypeScript,2025-12-01T19:50:13Z,2026-09-13T09:43:57Z,MIT,antigravity|claude|claude-code|codex|gemini|openai|qwen3-coder,TypeScript:copilot,"A desktop app that lets you use your AI subscriptions (Claude, ChatGPT, Gemini, GitHub Copilot) with any coding tool. Wraps CLIProxyAPI with a clean UI for managing connections and tracking usage.",true,agent,coding-agent,0.72,paths,true,true,true,false,false,false,false,false,L0,manifest-full,,,false,0
FranciscoMoretti/chat-js,https://github.com/FranciscoMoretti/chat-js,1197,122,51,TypeScript,2025-03-22T17:04:17Z,2026-09-13T19:30:55Z,Apache-2.0,ai|anthropic|chat|chatbot|chatgpt|claude|gemini|gemini-ai|grok|llm|multiprovider|openai|xai,TypeScript:chatbot|TypeScript:llm,Production-ready AI chat. Start here and make it your own. Formerly Sparka AI,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,true,true,L0,manifest-full,,,false,0
pireel/pireel,https://github.com/pireel/pireel,1191,108,2,TypeScript,2026-07-20T09:34:24Z,2026-09-13T09:22:43Z,AGPL-3.0,ai-video|capcut|captions|chatcut|hyperframes|openchatcut|talking-head|video-editor,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:mcp",The open-source alternative to Capcut、ChatCut. Drivable by any AI agent over MCP.,true,agent,single-agent,0.8,manifest,true,true,true,false,false,false,false,false,L0,manifest-full,,,false,0
nspady/google-calendar-mcp,https://github.com/nspady/google-calendar-mcp,1188,329,6,TypeScript,2024-12-15T01:32:20Z,2026-09-07T23:36:34Z,MIT,,TypeScript:mcp,MCP integration for Google Calendar to manage events.,true,agent,mcp-agent,0.99,manifest,true,true,true,true,false,false,false,false,L0,manifest-full,,,false,0
keinsaasforever/better-chatbot,https://github.com/keinsaasforever/better-chatbot,1180,348,50,TypeScript,2025-04-13T15:44:51Z,2026-08-19T16:53:36Z,MIT,agent|ai|ai-chatbot|automation|chatbot|claude|gemini|low-code|mcp|mcp-client|mcp-server|nextjs|ollama|openai|openai-realtime|ui|vercel|voice-ai|web-ui|workflow,TypeScript:agent:stars>=600|TypeScript:chatbot|TypeScript:mcp|TypeScript:workflow,"Formerly Better Chatbot. Navigator is an open-source AI workspace for agents, MCP and workflow automation.",true,agent,mcp-agent,0.99,manifest,true,true,true,true,true,false,false,false,L0,manifest-full,,,false,0
affaan-m/agentshield,https://github.com/affaan-m/agentshield,1179,259,1,TypeScript,2026-02-11T06:31:44Z,2026-09-10T12:51:47Z,MIT,ai-agent|anthropic|claude-code|hackathon|mcp|opus|security,"TypeScript:""AI agent""|TypeScript:agent:stars>=600|TypeScript:mcp","AI agent security scanner. Detect vulnerabilities in agent configurations, MCP servers, and tool permissions. Available as CLI, GitHub Action, ECC plugin, and GitHub App integration. 🛡️",true,agent,coding-agent,0.8,manifest,true,true,true,false,false,false,false,false,L0,manifest-full,,,false,0
